time,price,open,high,low,vol.,raw_px_change,price_change,fm_d1,fm_d5,fm_trend_d5,fm_z_20,day_of_week,day_of_month,da_DE-LU,da_FR,da_de_roll7_DE-LU,da_de_roll7_FR,da_de_roll28_DE-LU,da_de_roll28_FR,da_de_trend_xover_DE-LU,da_de_trend_xover_FR,da_de_trend_xover_ramp_DE-LU,da_de_trend_xover_ramp_FR,solar_DE-LU,solar_FR,wind_onshore_DE-LU,wind_onshore_FR,wind_ramp_DE-LU,wind_ramp_FR,solar_ramp_DE-LU,solar_ramp_FR,total_ramp_DE-LU,total_ramp_FR
2025-02-25,128.85,128.85,128.85,128.85,,-0.0005,-0.07,-0.17,-3.12,-2.202,0.33923275,1,25,134.38,81.78,86.14714286,67.71857143,112.71714286,104.55821429,-26.57,-36.83964286,4.68107143,-5.10464286,-85126.6,-81534.2,-85126.6,-81534.2,113057.6,-264.3,113057.6,-264.3,226115.2,-528.6
2025-02-26,128.48,128.48,128.48,128.48,,-0.0029,-0.37,-0.07,-0.29,-1.97,0.24269097,2,26,125.12,54.59,91.85,61.61714286,114.05464286,103.82357143,-22.20464286,-42.20642857,4.36535714,-5.36678571,-133830.2,-98699.1,-133830.2,-98699.1,-48703.6,-17164.9,-48703.6,-17164.9,-97407.2,-34329.8
2025-02-27,128.52,128.52,128.52,128.52,,0.0003,0.04,-0.37,1.45,-1.732,0.05570701,3,27,110.0,86.8,95.45285714,61.79857143,113.36142857,102.99357143,-17.90857143,-41.195,4.29607143,1.01142857,-148892.1,-34871.4,-148892.1,-34871.4,-15061.9,63827.7,-15061.9,63827.7,-30123.8,127655.4
2025-02-28,91.57,91.57,91.57,91.57,,-0.2875,-36.95,0.04,3.9,-0.48,0.1593141,4,28,111.58,85.2,100.03285714,69.29285714,113.06928571,101.86928571,-13.03642857,-32.57642857,4.87214286,8.61857143,-91796.0,-47057.8,-91796.0,-47057.8,57096.1,-12186.4,57096.1,-12186.4,114192.2,-24372.8
2025-03-03,97.37,97.37,97.37,97.37,,0.0633,5.8,-36.95,-0.17,0.354,-3.0623974,0,3,61.4,66.91,92.10142857,62.25571429,106.25964286,94.03142857,-14.15821429,-31.77571429,-1.32928571,-1.22642857,-160331.2,-35520.2,-160331.2,-35520.2,4034.0,78860.7,4034.0,78860.7,8068.0,157721.4
2025-03-04,96.62,96.62,96.62,96.62,,-0.0077,-0.75,5.8,-0.07,0.964,-2.07392482,1,4,52.31,55.1,80.37714286,58.44428571,103.83892857,91.71035714,-23.46178571,-33.26607143,-9.30357143,-1.49035714,-146282.8,-72678.9,-146282.8,-72678.9,14048.4,-37158.7,14048.4,-37158.7,28096.8,-74317.4
2025-03-05,95.64,95.64,95.64,95.64,,-0.0101,-0.98,-0.75,-0.37,0.948,-1.80909603,2,5,0.05,0.84,62.51,50.76571429,99.23892857,87.13857143,-36.72892857,-36.37285714,-13.26714286,-3.10678571,-167727.8,-79855.4,-167727.8,-79855.4,-21445.0,-7176.5,-21445.0,-7176.5,-42890.0,-14353.0
2025-03-06,93.66,93.66,93.66,93.66,,-0.0207,-1.98,-0.98,0.04,0.666,-1.61105267,3,6,13.16,13.16,48.67571429,40.24571429,94.78785714,83.4925,-46.11214286,-43.24678571,-9.38321429,-6.87392857,-155360.9,-101407.5,-155360.9,-101407.5,12366.9,-21552.1,12366.9,-21552.1,24733.8,-43104.2
2025-03-07,94.29,94.29,94.29,94.29,,0.0067,0.63,-1.98,-36.95,-7.504,-1.53505478,4,7,37.06,23.9,38.03,31.48857143,92.1975,80.06107143,-54.1675,-48.5725,-8.05535714,-5.32571429,-174216.1,-116342.5,-174216.1,-116342.5,-18855.2,-14935.0,-18855.2,-14935.0,-37710.4,-29870.0
2025-03-10,94.71,94.71,94.71,94.71,,0.0045,0.42,0.63,5.8,-6.31,-1.33844013,0,10,83.91,75.51,26.66428571,24.58571429,83.67071429,70.60428571,-57.00642857,-46.01857143,4.61428571,3.05714286,-137831.8,-68868.5,-137831.8,-68868.5,47775.3,99250.1,47775.3,99250.1,95550.6,198500.2
2025-03-11,93.85,93.85,93.85,93.85,,-0.0091,-0.86,0.42,-0.75,-6.446,-1.17874543,1,11,102.35,86.59,33.81285714,29.08428571,82.91678571,68.98392857,-49.10392857,-39.89964286,7.9025,6.11892857,-138028.6,-66477.5,-138028.6,-66477.5,-196.8,2391.0,-196.8,2391.0,-393.6,4782.0
2025-03-12,92.83,92.83,92.83,92.83,,-0.0109,-1.02,-0.86,-0.98,-6.568,-1.10404308,2,12,101.65,99.03,48.32714286,43.11142857,81.21142857,67.13535714,-32.88428571,-24.02392857,16.21964286,15.87571429,-120620.7,-26474.2,-120620.7,-26474.2,17407.9,40003.3,17407.9,40003.3,34815.8,80006.6
2025-03-13,94.47,94.47,94.47,94.47,,0.0177,1.64,-1.02,-1.98,-6.972,-1.06523316,3,13,107.54,105.7,61.81,56.33142857,79.09857143,65.73892857,-17.28857143,-9.4075,15.59571429,14.61642857,-122059.6,-18141.1,-122059.6,-18141.1,-1438.9,8333.1,-1438.9,8333.1,-2877.8,16666.2
2025-03-14,95.65,95.65,95.65,95.65,,0.0125,1.18,1.64,0.63,0.544,-0.88419607,4,14,105.38,91.37,71.57,65.97,77.29785714,64.53214286,-5.72785714,1.43785714,11.56071429,10.84535714,-102196.2,-20585.5,-102196.2,-20585.5,19863.4,-2444.4,19863.4,-2444.4,39726.8,-4888.8
2025-03-20,96.0,96.0,96.0,96.0,,0.0037,0.35,1.18,0.42,-0.532,-0.73382646,3,20,16.6,3.52,33.69571429,31.01,59.90857143,47.34642857,-26.21285714,-16.33642857,-10.55642857,-11.66821429,-158759.7,-93905.7,-158759.7,-93905.7,6234.3,8732.9,6234.3,8732.9,12468.6,17465.8
2025-03-21,95.47,95.47,95.47,95.47,,-0.0055,-0.53,0.35,-0.86,-0.554,-0.63531765,4,21,2.49,2.67,18.99714286,18.33857143,57.1575,46.2725,-38.16035714,-27.93392857,-11.9475,-11.5975,-159300.0,-164983.2,-159300.0,-164983.2,-540.3,-71077.5,-540.3,-71077.5,-1080.6,-142155.0
2025-03-24,94.83,94.83,94.83,94.83,,-0.0067,-0.64,-0.53,-1.02,-0.562,-0.59171918,0,24,106.57,62.76,19.57714286,13.22142857,53.30357143,42.77928571,-33.72642857,-29.55785714,7.34107143,2.74178571,-114099.4,-46335.8,-114099.4,-46335.8,-7608.0,121712.0,-7608.0,121712.0,-15216.0,243424.0
2025-03-25,94.34,94.34,94.34,94.34,,-0.0052,-0.49,-0.64,1.64,0.162,-0.55570384,1,25,81.7,57.92,30.43142857,20.63428571,51.42214286,41.92714286,-20.99071429,-21.29285714,12.73571429,8.265,-178606.0,-74999.0,-178606.0,-74999.0,-64506.6,-28663.2,-64506.6,-28663.2,-129013.2,-57326.4
2025-03-26,95.16,95.16,95.16,95.16,,0.0087,0.82,-0.49,1.18,0.272,-0.51671929,2,26,90.79,73.84,43.26,30.97428571,50.19607143,42.61464286,-6.93607143,-11.64035714,14.05464286,9.6525,-85173.8,-44922.7,-85173.8,-44922.7,93432.2,30076.3,93432.2,30076.3,186864.4,60152.6
2025-03-27,94.6,94.6,94.6,94.6,,-0.0059,-0.56,0.82,0.35,0.258,-0.37589231,3,27,30.34,24.72,45.22285714,34.00285714,47.35107143,40.3975,-2.12821429,-6.39464286,4.80785714,5.24571429,-156283.6,-77882.8,-156283.6,-77882.8,-71109.8,-32960.1,-71109.8,-32960.1,-142219.6,-65920.2
2025-03-28,94.18,94.18,94.18,94.18,,-0.0044,-0.42,-0.56,-0.53,0.324,-0.33542728,4,28,14.48,14.48,46.93571429,35.69,43.88321429,37.87178571,3.0525,-2.18178571,5.18071429,4.21285714,-197745.5,-116360.8,-197745.5,-116360.8,-41461.9,-38478.0,-41461.9,-38478.0,-82923.8,-76956.0
2025-03-31,76.57,76.57,76.57,76.57,,-0.187,-17.61,-0.42,-0.64,0.4,-0.15092215,0,31,69.55,-0.01,39.69142857,24.24,40.20107143,33.27535714,-0.50964286,-9.03535714,-5.57964286,-6.57714286,-109121.7,-77018.2,-109121.7,-77018.2,128659.7,125944.3,128659.7,125944.3,257319.4,251888.6
2025-04-01,74.61,74.61,74.61,74.61,,-0.0256,-1.96,-17.61,-0.49,-0.026,-2.69176007,1,1,26.7,-0.07,31.83428571,15.95571429,39.28642857,31.305,-7.45214286,-15.34928571,-6.9425,-6.31392857,-151390.2,-108402.7,-151390.2,-108402.7,-42268.5,-31384.5,-42268.5,-31384.5,-84537.0,-62769.0
2025-04-02,71.85,71.85,71.85,71.85,,-0.037,-2.76,-1.96,0.82,-0.098,-2.25226159,2,2,-10.0,-0.02,17.43571429,5.40428571,38.9275,31.27428571,-21.49178571,-25.87,-14.03964286,-10.52071429,-205975.5,-119375.0,-205975.5,-119375.0,-54585.3,-10972.3,-54585.3,-10972.3,-109170.6,-21944.6
2025-04-03,68.52,68.52,68.52,68.52,,-0.0463,-3.33,-2.76,-0.56,-0.28,-2.03167092,3,3,-0.27,-0.01,13.06285714,1.87142857,38.44785714,30.80392857,-25.385,-28.9325,-3.89321429,-3.0625,-167114.8,-113368.8,-167114.8,-113368.8,38860.7,6006.2,38860.7,6006.2,77721.4,12012.4
2025-04-04,67.28,67.28,67.28,67.28,,-0.0181,-1.24,-3.33,-0.42,-0.258,-1.97170022,4,4,-0.13,-0.01,10.97571429,-0.19857143,37.11964286,29.95,-26.14392857,-30.14857143,-0.75892857,-1.21607143,-150641.4,-101159.3,-150641.4,-101159.3,16473.4,12209.5,16473.4,12209.5,32946.8,24419.0
2025-04-11,68.46,68.46,68.46,68.46,,0.0175,1.18,-1.24,-17.61,-3.652,-1.81569437,4,11,-0.1,-0.09,7.78428571,-14.36571429,21.17321429,9.86607143,-13.38892857,-24.23178571,3.77142857,3.255,-191007.0,-80868.3,-191007.0,-80868.3,-38455.8,-13340.4,-38455.8,-13340.4,-76911.6,-26680.8
2025-04-14,72.62,72.62,72.62,72.62,,0.0608,4.16,1.18,-1.96,-3.946,-1.56275669,0,14,75.29,20.24,20.01428571,1.44714286,19.0125,6.13607143,1.00178571,-4.68892857,1.14607143,3.96285714,-144833.5,-72740.6,-144833.5,-72740.6,70165.9,60325.6,70165.9,60325.6,140331.8,120651.2
2025-04-15,72.35,72.35,72.35,72.35,,-0.0037,-0.27,4.16,-2.76,-4.662,-1.08320342,1,15,29.27,-0.01,15.98571429,1.44571429,19.85357143,5.92035714,-3.86785714,-4.47464286,-4.86964286,0.21428571,-179120.7,-115884.2,-179120.7,-115884.2,-34287.2,-43143.6,-34287.2,-43143.6,-68574.4,-86287.2
2025-04-16,75.15,75.15,75.15,75.15,,0.0387,2.8,-0.27,-3.33,-5.216,-1.02328835,2,16,55.0,9.6,18.86142857,2.82,21.7825,6.21107143,-2.92107143,-3.39107143,0.94678571,1.08357143,-126278.5,-75615.6,-126278.5,-75615.6,52842.2,40268.6,52842.2,40268.6,105684.4,80537.2
2025-04-17,75.26,75.26,75.26,75.26,,0.0015,0.11,2.8,-1.24,-5.38,-0.71050912,3,17,77.65,13.7,29.78571429,4.77857143,23.96285714,6.57464286,5.82285714,-1.79607143,8.74392857,1.595,-107228.9,-52412.4,-107228.9,-52412.4,19049.6,23203.2,19049.6,23203.2,38099.2,46406.4
2025-04-21,75.26,75.26,75.26,75.26,,0.0,0.0,0.11,1.18,-1.622,-0.63061454,0,21,10.01,9.27,33.09571429,4.03857143,22.39214286,3.84035714,10.70357143,0.19821429,-5.87714286,0.34321429,-141678.3,-144748.5,-141678.3,-144748.5,54732.5,-2561.3,54732.5,-2561.3,109465.0,-5122.6
2025-04-22,79.44,79.44,79.44,79.44,,0.0555,4.18,0.0,4.16,-0.398,-0.58239106,1,22,78.45,30.98,40.12142857,8.46571429,22.27607143,2.87821429,17.84535714,5.5875,7.14178571,5.38928571,-132742.0,-58169.6,-132742.0,-58169.6,8936.3,86578.9,8936.3,86578.9,17872.6,173157.8
2025-04-23,79.66,79.66,79.66,79.66,,0.0028,0.22,4.18,-0.27,0.1,-0.150502,2,23,92.35,40.36,45.45714286,12.86,22.33178571,1.6825,23.12535714,11.1775,5.28,5.59,-126086.4,-129328.7,-126086.4,-129328.7,6655.6,-71159.1,6655.6,-71159.1,13311.2,-142318.2
2025-04-24,79.67,79.67,79.67,79.67,,0.0001,0.01,0.22,2.8,1.326,-0.05852733,3,24,78.72,44.0,45.61,17.18857143,24.05964286,2.37107143,21.55035714,14.8175,-1.575,3.64,-71637.7,-68613.0,-71637.7,-68613.0,54448.7,60715.7,54448.7,60715.7,108897.4,121431.4
2025-04-25,78.68,78.68,78.68,78.68,,-0.0124,-0.99,0.01,0.11,1.596,0.02535888,4,25,59.47,0.0,44.76857143,17.19,25.66642857,1.85392857,19.10214286,15.33607143,-2.44821429,0.51857143,-112823.8,-62373.2,-112823.8,-62373.2,-41186.1,6239.8,-41186.1,6239.8,-82372.2,12479.6
2025-04-28,78.02,78.02,78.02,78.02,,-0.0084,-0.66,-0.99,0.0,1.36,0.01069367,0,28,-1.54,-1.54,36.46571429,8.84571429,21.58571429,-0.00821429,14.88,8.85392857,0.88892857,-1.48964286,-169051.1,-86798.1,-169051.1,-86798.1,29662.9,58429.7,29662.9,58429.7,59325.8,116859.4
2025-04-29,77.94,77.94,77.94,77.94,,-0.001,-0.08,-0.66,4.18,1.364,0.03131287,1,29,-0.01,-0.01,25.25714286,4.41857143,20.63178571,-0.00607143,4.62535714,4.42464286,-10.25464286,-4.42928571,-151900.6,-122800.2,-151900.6,-122800.2,17150.5,-36002.1,17150.5,-36002.1,34301.0,-72004.2
2025-04-30,66.57,66.57,66.57,66.57,,-0.1459,-11.37,-0.08,0.22,1.462,0.21578787,2,30,-0.02,-0.02,12.06142857,-1.35,20.98821429,-0.00607143,-8.92678571,-1.34392857,-13.55214286,-5.76857143,-152266.9,-105863.7,-152266.9,-105863.7,-366.3,16936.5,-366.3,16936.5,-732.6,33873.0
2025-05-01,66.57,66.57,66.57,66.57,,0.0,0.0,-11.37,0.01,0.904,-1.31012253,3,1,-49.99,-49.99,-6.32571429,-14.77714286,19.2125,-1.79107143,-25.53821429,-12.98607143,-16.61142857,-11.64214286,-182838.2,0.0,-182838.2,0.0,-30571.3,105863.7,-30571.3,105863.7,-61142.6,211727.4
2025-05-02,68.93,68.93,68.93,68.93,,0.0355,2.36,0.0,-0.99,0.684,-1.53243596,4,2,-0.08,-0.08,-14.83285714,-14.78857143,19.21428571,-1.79357143,-34.04714286,-12.995,-8.50892857,-0.00892857,-173956.8,0.0,-173956.8,0.0,8881.4,0.0,8881.4,0.0,17762.8,0.0
2025-05-05,68.93,68.93,68.93,68.93,,0.0,0.0,2.36,-0.66,0.552,-0.92806039,0,5,70.42,0.06,2.67142857,-7.38,23.06178571,1.73785714,-20.39035714,-9.11785714,9.94285714,0.22642857,-117136.1,0.0,-117136.1,0.0,102985.7,0.0,102985.7,0.0,205971.4,0.0
2025-05-06,70.74,70.74,70.74,70.74,,0.0263,1.81,0.0,-0.08,-0.3,-0.88265603,1,6,65.0,-0.01,11.95857143,-7.38,23.33071429,1.7375,-11.37214286,-9.1175,9.01821429,0.00035714,-134930.4,0.0,-134930.4,0.0,-17794.3,0.0,-17794.3,0.0,-35588.6,0.0
2025-05-07,70.02,70.02,70.02,70.02,,-0.0102,-0.72,1.81,-11.37,-2.618,-0.47535825,2,7,75.0,6.94,22.67571429,-6.38571429,24.76392857,1.98607143,-2.08821429,-8.37178571,9.28392857,0.74571429,-134316.8,0.0,-134316.8,0.0,613.6,0.0,613.6,0.0,1227.2,0.0
2025-05-08,68.27,68.27,68.27,68.27,,-0.025,-1.75,-0.72,0.0,-2.62,-0.62228076,3,8,78.77,-0.01,41.07,0.75428571,27.535,1.98607143,13.535,-1.23178571,15.62321429,7.14,-114437.9,0.0,-114437.9,0.0,19878.9,0.0,19878.9,0.0,39757.8,0.0
2025-05-09,67.16,67.16,67.16,67.16,,-0.0163,-1.11,-1.75,2.36,-1.95,-0.98598987,4,9,0.09,-0.01,41.09428571,0.76428571,27.54178571,1.98892857,13.5525,-1.22464286,0.0175,0.00714286,-161001.4,0.0,-161001.4,0.0,-46563.5,0.0,-46563.5,0.0,-93127.0,0.0
2025-05-12,70.76,70.76,70.76,70.76,,0.0536,3.6,-1.11,0.0,-1.818,-1.26536407,0,12,-8.59,-0.02,7.24142857,-21.75857143,19.86857143,-4.06357143,-12.62714286,-17.695,-8.29142857,0.71214286,-142282.8,0.0,-142282.8,0.0,48169.5,0.0,48169.5,0.0,96339.0,0.0
2025-05-13,69.36,69.36,69.36,69.36,,-0.0198,-1.4,3.6,1.81,-1.44,-0.45659827,1,13,-3.83,-0.01,-2.59142857,-21.75857143,18.68642857,-4.06357143,-21.27785714,-17.695,-8.65071429,0.0,-127147.2,0.0,-127147.2,0.0,15135.6,0.0,15135.6,0.0,30271.2,0.0
2025-05-14,69.04,69.04,69.04,69.04,,-0.0046,-0.32,-1.4,-0.72,0.69,-0.70396511,2,14,-12.79,-1.54,-15.13285714,-22.97,16.26535714,-4.46142857,-31.39821429,-18.50857143,-10.12035714,-0.81357143,-158481.4,0.0,-158481.4,0.0,-31334.2,0.0,-31334.2,0.0,-62668.4,0.0
2025-05-15,71.37,71.37,71.37,71.37,,0.0337,2.33,-0.32,-1.75,0.34,-0.73463423,3,15,-6.62,-0.02,-27.33142857,-22.97142857,13.25571429,-4.95142857,-40.58714286,-18.02,-9.18892857,0.48857143,-136401.9,0.0,-136401.9,0.0,22079.5,0.0,22079.5,0.0,44159.0,0.0
2025-05-16,70.6,70.6,70.6,70.6,,-0.0108,-0.77,2.33,-1.11,-0.354,-0.20412758,4,16,-0.01,-0.11,-27.34571429,-22.98571429,10.92107143,-4.955,-38.26678571,-18.03071429,2.32035714,-0.01071429,-132576.0,0.0,-132576.0,0.0,3825.9,0.0,3825.9,0.0,7651.8,0.0
2025-05-19,69.39,69.39,69.39,69.39,,-0.0171,-1.21,-0.77,3.6,0.366,-0.30392903,0,19,28.15,13.0,-1.41,-0.48571429,11.24214286,-5.19464286,-12.65214286,4.70892857,4.60071429,1.72678571,-132497.7,-1676.3,-132497.7,-1676.3,50736.4,-1676.3,50736.4,-1676.3,101472.8,-3352.6
2025-05-20,69.08,69.08,69.08,69.08,,-0.0045,-0.31,-1.21,-1.4,-0.276,-0.4771707,1,20,7.61,7.61,0.22428571,0.60285714,8.71214286,-6.02928571,-8.48785714,6.63214286,4.16428571,1.92321429,-136110.9,-110471.3,-136110.9,-110471.3,-3613.2,-108795.0,-3613.2,-108795.0,-7226.4,-217590.0
2025-05-21,69.25,69.25,69.25,69.25,,0.0025,0.17,-0.31,-0.32,-0.196,-0.47295209,2,21,-0.01,2.01,2.05,1.11,5.41357143,-7.39892857,-3.36357143,8.50892857,5.12428571,1.87678571,-147029.4,-87632.6,-147029.4,-87632.6,-10918.5,22838.7,-10918.5,22838.7,-21837.0,45677.4
2025-05-22,69.27,69.27,69.27,69.27,,0.0003,0.02,0.17,2.33,0.62,-0.34980915,3,22,-10.9,-0.02,1.43857143,1.11,2.21285714,-8.97107143,-0.77428571,10.08107143,2.58928571,1.57214286,-152885.1,-109071.1,-152885.1,-109071.1,-5855.7,-21438.5,-5855.7,-21438.5,-11711.4,-42877.0
2025-05-23,66.99,66.99,66.99,66.99,,-0.0329,-2.28,0.02,-0.77,0.688,-0.20881442,4,23,0.0,0.0,1.44,1.12571429,0.08892857,-8.97107143,1.35107143,10.09678571,2.12535714,0.01571429,-132976.5,-86526.2,-132976.5,-86526.2,19908.6,22544.9,19908.6,22544.9,39817.2,45089.8
2025-05-27,67.6,67.6,67.6,67.6,,0.0091,0.61,-2.28,-1.21,-0.274,-0.97908433,1,27,3.14,0.0,-2.18714286,-1.71714286,1.85107143,-7.56321429,-4.03821429,5.84607143,-0.75107143,-1.0875,-182332.0,-98259.7,-182332.0,-98259.7,-49368.9,-27331.5,-49368.9,-27331.5,-98737.8,-54663.0
2025-05-28,67.24,67.24,67.24,67.24,,-0.0053,-0.36,0.61,-0.31,-0.056,-0.86422972,2,28,42.1,0.0,3.82857143,-2.00428571,3.35535714,-7.5625,0.47321429,5.55821429,4.51142857,-0.28785714,-114958.3,-129243.0,-114958.3,-129243.0,67373.7,-30983.3,67373.7,-30983.3,134747.4,-61966.6
2025-05-29,67.36,67.36,67.36,67.36,,0.0018,0.12,-0.36,0.17,0.042,-1.18426649,3,29,-1.98,-0.12,5.10285714,-2.01857143,5.07,-5.78142857,0.03285714,3.76285714,-0.44035714,-1.79535714,-188317.6,-112800.9,-188317.6,-112800.9,-73359.3,16442.1,-73359.3,16442.1,-146718.6,32884.2
2025-05-30,67.34,67.34,67.34,67.34,,-0.0003,-0.02,0.12,0.02,-0.42,-1.17472082,4,30,-1.34,-0.07,4.91142857,-2.02857143,5.025,-5.78107143,-0.11357143,3.7525,-0.14642857,-0.01035714,-204501.4,-97681.2,-204501.4,-97681.2,-16183.8,15119.7,-16183.8,15119.7,-32367.6,30239.4
2025-06-02,68.74,68.74,68.74,68.74,,0.0208,1.4,-0.02,-2.28,-0.722,-1.18192618,0,2,19.75,19.75,6.15142857,0.13571429,2.60857143,-5.68464286,3.54285714,5.82035714,4.74821429,2.11964286,-136670.5,-61132.8,-136670.5,-61132.8,76786.5,77113.0,76786.5,77113.0,153573.0,154226.0
2025-06-03,68.41,68.41,68.41,68.41,,-0.0048,-0.33,1.4,0.61,-0.358,-0.11846469,1,3,-1.33,-1.06,5.51285714,-0.01571429,0.23964286,-5.72214286,5.27321429,5.70642857,1.73035714,-0.11392857,-191449.8,-90779.5,-191449.8,-90779.5,-54779.3,-29646.7,-54779.3,-29646.7,-109558.6,-59293.4
2025-06-04,68.83,68.83,68.83,68.83,,0.0061,0.42,-0.33,-0.36,-0.368,-0.30906562,2,4,43.35,0.09,5.69142857,-0.00285714,-0.89071429,-5.96678571,6.58214286,5.96392857,1.30892857,0.2575,-167435.6,-55150.9,-167435.6,-55150.9,24014.2,35628.6,24014.2,35628.6,48028.4,71257.2
2025-06-05,68.54,68.54,68.54,68.54,,-0.0042,-0.29,0.42,0.12,-0.378,0.08044604,3,5,19.87,-0.01,8.81285714,0.01285714,-2.99428571,-5.96678571,11.80714286,5.97964286,5.225,0.01571429,-150323.9,-86702.8,-150323.9,-86702.8,17111.7,-31551.9,17111.7,-31551.9,34223.4,-63103.8
2025-06-06,70.52,70.52,70.52,70.52,,0.0289,1.98,-0.29,-0.02,-0.386,-0.23273372,4,6,-4.96,-0.01,8.29571429,0.02142857,-3.17464286,-5.96678571,11.47035714,5.98821429,-0.33678571,0.00857143,-221815.5,-73670.0,-221815.5,-73670.0,-71491.6,13032.8,-71491.6,13032.8,-142983.2,26065.6
2025-06-09,67.4,67.4,67.4,67.4,,-0.0442,-3.12,1.98,1.4,0.35,1.29667902,0,9,-4.5,-3.21,-0.09285714,-7.46142857,0.775,-2.11035714,-0.86785714,-5.35107143,-3.61035714,-3.16607143,-200589.8,-106949.0,-200589.8,-106949.0,69514.5,26991.3,69514.5,26991.3,139029.0,53982.6
2025-06-10,66.51,66.51,66.51,66.51,,-0.0132,-0.89,-3.12,-0.33,0.162,-0.95244786,1,10,-1.04,-0.01,-0.05142857,-7.31142857,0.87464286,-2.11035714,-0.92607143,-5.20107143,-0.05821429,0.15,-204214.2,-71078.1,-204214.2,-71078.1,-3624.4,35870.9,-3624.4,35870.9,-7248.8,71741.8
2025-06-11,66.74,66.74,66.74,66.74,,0.0035,0.23,-0.89,0.42,0.318,-1.4729007,2,11,-2.4,-0.01,-6.58714286,-7.32571429,1.24571429,-2.05571429,-7.83285714,-5.27,-6.90678571,-0.06892857,-172942.3,-50077.9,-172942.3,-50077.9,31271.9,21000.2,31271.9,21000.2,62543.8,42000.4
2025-06-12,65.39,65.39,65.39,65.39,,-0.0202,-1.35,0.23,-0.29,0.236,-1.04549154,3,12,-11.57,-3.72,-11.07857143,-7.85571429,1.06892857,-2.18785714,-12.1475,-5.66785714,-4.31464286,-0.39785714,-189807.3,-77985.1,-189807.3,-77985.1,-16865.0,-27907.2,-16865.0,-27907.2,-33730.0,-55814.4
2025-06-13,66.12,66.12,66.12,66.12,,0.0112,0.73,-1.35,1.98,0.636,-1.88947304,4,13,-2.38,-0.01,-10.71,-7.85571429,0.98428571,-2.18428571,-11.69428571,-5.67142857,0.45321429,-0.00357143,-187356.4,-68467.1,-187356.4,-68467.1,2450.9,9518.0,2450.9,9518.0,4901.8,19036.0
2025-06-16,66.12,66.12,66.12,66.12,,0.0,0.0,0.73,-3.12,-0.268,-1.27841592,0,16,0.0,0.0,-3.72714286,-1.77857143,0.19571429,-2.43357143,-3.92285714,0.655,1.64821429,0.92285714,-135856.0,-77091.1,-135856.0,-77091.1,66307.0,47763.6,66307.0,47763.6,132614.0,95527.2
2025-06-17,66.06,66.06,66.06,66.06,,-0.0009,-0.06,0.0,-0.89,-0.38,-1.15105945,1,17,-2.56,0.05,-3.94428571,-1.77,-0.1675,-2.70357143,-3.77678571,0.93357143,0.14607143,0.27857143,-130465.6,-74229.6,-130465.6,-74229.6,5390.4,2861.5,5390.4,2861.5,10780.8,5723.0
2025-06-18,63.9,63.9,63.9,63.9,,-0.0327,-2.16,-0.06,0.23,-0.418,-0.87525568,2,18,-2.17,2.71,-3.91142857,-1.38142857,-0.24464286,-2.67857143,-3.66678571,1.29714286,0.11,0.36357143,-152724.8,-70718.7,-152724.8,-70718.7,-22259.2,3510.9,-22259.2,3510.9,-44518.4,7021.8
2025-06-20,63.41,63.41,63.41,63.41,,-0.0077,-0.49,-2.16,-1.35,-0.63,-1.86785824,4,20,0.91,1.39,-7.47285714,-0.66428571,-1.24392857,-2.63178571,-6.22892857,1.9675,0.4375,0.15035714,-143508.6,-69772.1,-143508.6,-69772.1,37998.0,5614.2,37998.0,5614.2,75996.0,11228.4
2025-06-23,62.22,62.22,62.22,62.22,,-0.0188,-1.19,-0.49,0.73,-0.88,-1.70832098,0,23,-32.69,-9.53,-17.25857143,-5.46857143,-3.73178571,-3.64321429,-13.52678571,-1.82535714,-3.53178571,-1.02142857,-164645.9,-87774.3,-164645.9,-87774.3,18609.1,6935.1,18609.1,6935.1,37218.2,13870.2
2025-06-24,63.05,63.05,63.05,63.05,,0.0133,0.83,-1.19,0.0,-0.256,-2.03967341,1,24,-7.56,-0.01,-17.97285714,-5.47714286,-4.11392857,-3.64357143,-13.85892857,-1.83357143,-0.33214286,-0.00821429,-158741.9,-70393.5,-158741.9,-70393.5,5904.0,17380.8,5904.0,17380.8,11808.0,34761.6
2025-06-25,64.01,64.01,64.01,64.01,,0.0152,0.96,0.83,-0.06,-0.09,-1.52448039,2,25,0.0,13.4,-17.66285714,-3.95,-5.6175,-3.165,-12.04535714,-0.785,1.81357143,1.04857143,-131306.9,-41482.6,-131306.9,-41482.6,27435.0,28910.9,27435.0,28910.9,54870.0,57821.8
2025-06-26,64.23,64.23,64.23,64.23,,0.0034,0.22,0.96,-2.16,-0.568,-0.99938827,3,26,48.99,36.2,-4.98,1.23571429,-3.79714286,-1.86785714,-1.18285714,3.10357143,10.8625,3.88857143,-115415.7,-61388.8,-115415.7,-61388.8,15891.2,-19906.2,15891.2,-19906.2,31782.4,-39812.4
2025-06-27,63.67,63.67,63.67,63.67,,-0.0087,-0.56,0.22,-0.49,-0.396,-0.79896741,4,27,9.88,19.7,-3.69857143,3.85142857,-3.39642857,-1.16178571,-0.30214286,5.01321429,0.88071429,1.90964286,-120037.7,-61175.2,-120037.7,-61175.2,-4622.0,213.6,-4622.0,213.6,-9244.0,427.2
