time,price,open,high,low,vol.,raw_px_change,price_change,fm_d1,fm_d5,fm_trend_d5,fm_z_20,day_of_week,day_of_month,da_DE-LU,da_FR,da_de_roll7_DE-LU,da_de_roll7_FR,da_de_roll28_DE-LU,da_de_roll28_FR,da_de_trend_xover_DE-LU,da_de_trend_xover_FR,da_de_trend_xover_ramp_DE-LU,da_de_trend_xover_ramp_FR,solar_DE-LU,solar_FR,wind_onshore_DE-LU,wind_onshore_FR,wind_ramp_DE-LU,wind_ramp_FR,solar_ramp_DE-LU,solar_ramp_FR,total_ramp_DE-LU,total_ramp_FR
2023-08-11,82.69,82.69,82.69,82.69,,-0.0145,-1.22,-1.85,-0.6,0.152,1.92125502,4,11,58.01,58.01,32.84571429,52.24142857,39.88678571,47.10714286,-7.04107143,5.13428571,-1.93714286,-2.935,-114094.0,-14809.0,-114094.0,-14809.0,-10252.7,-12180.0,-10252.7,-12180.0,-20505.4,-24360.0
2023-08-14,81.76,81.76,81.76,81.76,,-0.0112,-0.93,-1.22,-0.9,-0.106,1.38511195,0,14,74.1,74.1,36.10714286,50.72714286,44.49428571,50.97785714,-8.38714286,-0.25071429,9.62285714,0.90464286,-103924.2,-8826.0,-103924.2,-8826.0,62130.0,14851.0,62130.0,14851.0,124260.0,29702.0
2023-08-15,84.74,84.74,84.74,84.74,,0.0364,2.98,-0.93,1.84,0.874,0.86323668,1,15,45.85,45.85,44.95714286,50.22285714,42.91964286,49.69035714,2.0375,0.5325,10.42464286,0.78321429,-131489.4,-15200.0,-131489.4,-15200.0,-27565.2,-6374.0,-27565.2,-6374.0,-55130.4,-12748.0
2023-08-16,84.85,84.85,84.85,84.85,,0.0013,0.11,2.98,6.06,2.02,1.56932256,2,16,93.11,88.51,50.04571429,51.52571429,44.02214286,50.55821429,6.02357143,0.9675,3.98607143,0.435,-110522.1,-1292.0,-110522.1,-1292.0,20967.3,13908.0,20967.3,13908.0,41934.6,27816.0
2023-08-17,84.52,84.52,84.52,84.52,,-0.0039,-0.33,0.11,-1.85,0.91,1.46039784,3,17,94.09,92.32,54.12,53.21,44.73571429,51.17571429,9.38428571,2.03428571,3.36071429,1.06678571,-95258.2,-11127.0,-95258.2,-11127.0,15263.9,-9835.0,15263.9,-9835.0,30527.8,-19670.0
2023-08-18,84.72,84.72,84.72,84.72,,0.0024,0.2,-0.33,-1.22,0.786,1.22634944,4,18,89.17,85.49,58.57142857,57.13571429,44.92321429,51.48392857,13.64821429,5.65178571,4.26392857,3.6175,-118508.2,-5957.0,-118508.2,-5957.0,-23250.0,5170.0,-23250.0,5170.0,-46500.0,10340.0
2023-08-21,89.88,89.88,89.88,89.88,,0.0609,5.16,0.2,-0.93,0.78,0.95260255,0,21,95.57,97.09,68.08714286,66.86857143,47.24821429,53.58964286,20.83892857,13.27892857,2.05642857,2.24535714,-118355.5,-6335.0,-118355.5,-6335.0,39400.4,7929.0,39400.4,7929.0,78800.8,15858.0
2023-08-22,94.56,94.56,94.56,94.56,,0.0521,4.68,5.16,2.98,1.008,1.64732782,1,22,97.16,99.41,75.41714286,74.52,47.54392857,54.2925,27.87321429,20.2275,7.03428571,6.94857143,-152198.6,-4763.0,-152198.6,-4763.0,-33843.1,1572.0,-33843.1,1572.0,-67686.2,3144.0
2023-08-23,94.69,94.69,94.69,94.69,,0.0014,0.13,4.68,0.11,-0.182,2.13228567,2,23,104.63,115.35,77.06285714,78.35428571,48.80107143,55.27428571,28.26178571,23.08,0.38857143,2.8525,-152092.0,-5559.0,-152092.0,-5559.0,106.6,-796.0,106.6,-796.0,213.2,-1592.0
2023-08-24,93.08,93.08,93.08,93.08,,-0.017,-1.61,0.13,-0.33,0.122,1.9062929,3,24,116.03,117.94,80.19714286,82.01428571,50.03964286,56.77178571,30.1575,25.2425,1.89571429,2.1625,-112340.1,-7468.0,-112340.1,-7468.0,39751.9,-1909.0,39751.9,-1909.0,79503.8,-3818.0
2023-08-25,94.29,94.29,94.29,94.29,,0.013,1.21,-1.61,0.2,0.406,1.41790325,4,25,93.27,93.2,80.78285714,83.11571429,50.65285714,57.3825,30.13,25.73321429,-0.0275,0.49071429,-84976.1,0.0,-84976.1,0.0,27364.0,7468.0,27364.0,7468.0,54728.0,14936.0
2023-08-28,94.35,94.35,94.35,94.35,,0.0006,0.06,1.21,5.16,1.624,1.43104893,0,28,117.58,72.89,99.75142857,88.28285714,59.495,61.36535714,40.25642857,26.9175,1.08571429,-3.90178571,-83254.6,-8550.0,-83254.6,-8550.0,56328.4,22260.0,56328.4,22260.0,112656.8,44520.0
2023-08-29,94.32,94.32,94.32,94.32,,-0.0003,-0.03,0.06,4.68,1.964,1.31495593,1,29,107.64,84.8,101.24857143,86.19571429,61.29392857,62.34857143,39.95464286,23.84714286,-0.30178571,-3.07035714,-113388.2,0.0,-113388.2,0.0,-30133.6,8550.0,-30133.6,8550.0,-60267.2,17100.0
2023-08-30,94.32,94.32,94.32,94.32,,0.0,0.0,-0.03,0.13,1.968,1.20689564,2,30,96.65,88.7,100.10857143,82.38857143,63.98714286,64.78142857,36.12142857,17.60714286,-3.83321429,-6.24,-93919.1,0.0,-93919.1,0.0,19469.1,0.0,19469.1,0.0,38938.2,0.0
2023-08-31,96.95,96.95,96.95,96.95,,0.0279,2.63,0.0,-1.61,1.712,1.04321582,3,31,87.01,88.0,95.96285714,78.11142857,66.4625,67.06392857,29.50035714,11.0475,-6.62107143,-6.55964286,-121586.5,0.0,-121586.5,0.0,-27667.4,0.0,-27667.4,0.0,-55334.8,0.0
2023-09-01,96.76,96.76,96.76,96.76,,-0.002,-0.19,2.63,1.21,1.914,1.33482034,4,1,92.02,81.7,95.78428571,76.46857143,66.99607143,67.24035714,28.78821429,9.22821429,-0.71214286,-1.81928571,-84036.6,-9942.0,-84036.6,-9942.0,37549.9,-9942.0,37549.9,-9942.0,75099.8,-19884.0
2023-09-05,95.22,95.22,95.22,95.22,,-0.0159,-1.54,-0.19,0.06,0.894,1.24285837,1,5,83.0,83.0,74.88428571,71.63571429,74.12678571,70.64357143,0.7575,0.99214286,-7.05928571,-1.45785714,-111043.4,-11777.0,-111043.4,-11777.0,6642.2,-122.0,6642.2,-122.0,13284.4,-244.0
2023-09-06,91.96,91.96,91.96,91.96,,-0.0342,-3.26,-1.54,-0.03,-0.048,0.94794229,2,6,82.5,82.5,72.86285714,70.75,75.02,70.75464286,-2.15714286,-0.00464286,-2.91464286,-0.99678571,-138093.8,-5368.0,-138093.8,-5368.0,-27050.4,6409.0,-27050.4,6409.0,-54100.8,12818.0
2023-09-07,93.04,93.04,93.04,93.04,,0.0117,1.08,-3.26,0.0,-0.074,0.27164374,3,7,82.0,82.0,72.14714286,69.89285714,75.60678571,70.80714286,-3.45964286,-0.91428571,-1.3025,-0.90964286,-130515.8,-5089.0,-130515.8,-5089.0,7578.0,279.0,7578.0,279.0,15156.0,558.0
2023-09-08,94.08,94.08,94.08,94.08,,0.0112,1.04,1.08,2.63,0.774,0.39412253,4,8,80.23,80.23,70.46285714,69.68285714,76.40035714,71.60071429,-5.9375,-1.91785714,-2.47785714,-1.00357143,-117598.6,-5176.0,-117598.6,-5176.0,12917.2,-87.0,12917.2,-87.0,25834.4,-174.0
